Journal Name,Journal ISSN,Count, Avg SC Ratio,Avg ReLy,Avg semantic diff,Avg NSC similarity,Avg SC similarity,Avg references,Average SCs
Disability and health journal,1876-7583,44,0.080954945,-0.128213631,-0.017114407,0.415023779,0.432138186,27.36363636,2.022727273
Endocrine connections,2049-3614,44,0.029803051,-0.149516745,-0.049411838,0.484861778,0.534273616,51.22727273,1.136363636
International journal of therapeutic massage & bodywork,,44,0.131077389,-0.072157356,-0.006982365,0.284072111,0.291054476,25.95454545,3.159090909
Journal of electromyography and kinesiology : official journal of the International Society of Electrophysiological Kinesiology,1050-6411,44,0.083672962,-0.467773577,-0.063300408,0.646791317,0.710091725,35.34090909,2.909090909
"Journal of emergencies, trauma, and shock",0974-2700,44,0.062583969,-0.386112036,-0.058429576,0.444626484,0.50305606,35.20454545,1.295454545
Journal of traditional and complementary medicine,2225-4110,44,0.057850002,-0.599183096,-0.116138698,0.544735533,0.660874231,41.20454545,1.75
Molecular ecology resources,1755-098X,44,0.105611526,-0.894145146,-0.068245195,0.6602487,0.728493894,40.25,3.863636364
"Neuropsychology, development, and cognition. Section B, Aging, neuropsychology and cognition",1382-5585,44,0.04498387,-0.359400345,-0.07569963,0.671153932,0.746853562,35.75,1.318181818
Open access journal of sports medicine,1179-1543,44,0.045104195,-0.251518778,-0.058786382,0.51890593,0.577692312,42.09090909,1.477272727
Organogenesis,1547-6278,44,0.069810585,-0.586857463,-0.072291017,0.639956843,0.712247861,47.84090909,1.818181818
Pathogens and disease,2049-632X,44,0.03695288,-0.277842887,-0.103905605,0.610073483,0.713979088,69.86363636,1.431818182
Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,1474-905X,44,0.045079528,-0.13467783,-0.047188656,0.625556241,0.672744897,64.27272727,2.181818182
Quarterly journal of experimental psychology (2006),1747-0218,44,0.056335638,-0.191120661,-0.036915982,0.710266889,0.747182871,33.77272727,1.545454545
Radiation medicine,0288-2043,44,0.074434716,-0.354408103,-0.036558807,0.5096428,0.546201608,20.27272727,1.340909091
Regulatory peptides,0167-0115,44,0.048263383,-0.228653477,-0.03732476,0.631030374,0.668355134,51.34090909,2.318181818
"Temperature (Austin, Tex.)",2332-8940,44,0.065986637,-0.076561405,-0.019278347,0.581813349,0.601091696,72.72727273,2.590909091
The Indian journal of surgery,0973-9793,44,0.056372211,-0.310483313,-0.054267168,0.519166386,0.573433554,26.09090909,1.227272727
The Lancet. Respiratory medicine,2213-2600,44,0.048997219,-0.251034807,-0.020339199,0.423745061,0.44408426,50.29545455,1.659090909
The Libyan journal of medicine,1819-6357,44,0.086861014,0.204043144,-0.006063984,0.41061431,0.416678294,26.61363636,1.818181818
The journal of gene medicine,1099-498X,44,0.042887304,0.078276692,0.01500641,0.484724893,0.469718483,47.40909091,1.772727273
The ocular surface,1542-0124,44,0.047246928,-0.220381109,-0.055478536,0.476906263,0.532384799,116.8181818,4.045454545
Theriogenology,0093-691X,44,0.142198315,-1.189887112,-0.091448448,0.641577164,0.733025612,40.79545455,5.045454545
Transcription,2154-1272,44,0.042024052,-0.057855393,-0.018180283,0.66409319,0.682273473,44.06818182,1.636363636
Violence and victims,0886-6708,44,0.137249823,-1.779030258,-0.122788002,0.627076632,0.749864634,28.15909091,3.227272727
Virus evolution,2057-1577,44,0.027738276,-0.258474352,-0.085724843,0.628471645,0.714196488,53.31818182,1.318181818
Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH,0353-8109,43,0.13153863,-1.121752718,-0.089579662,0.279049248,0.36862891,18.06976744,2.046511628
Assessment,1073-1911,43,0.085772406,-1.15259392,-0.12008172,0.640949269,0.761030989,31.60465116,2.186046512
Cell motility and the cytoskeleton,0886-1544,43,0.061587944,-0.362410906,-0.047157748,0.669580287,0.716738036,59.58139535,3.046511628
Dermatology practical & conceptual,2160-9381,43,0.071135894,-0.299478215,-0.025947879,0.459412356,0.485360235,24.60465116,1.23255814
Emerging themes in epidemiology,1742-7622,43,0.107493769,-1.065116808,-0.045958785,0.453370108,0.499328893,27.55813953,2.023255814
Equine veterinary journal,0425-1644,43,0.208924477,-0.060801108,-0.022035915,0.474116615,0.496152531,30.39534884,5.23255814
GMS Zeitschrift fur medizinische Ausbildung,1860-3572,43,0.133313255,-0.291117253,-0.030597681,0.429141693,0.459739374,18.51162791,1.976744186
Games for health journal,2161-783X,43,0.119060463,-0.388844319,0.000551178,0.31156301,0.311011833,28.62790698,3.209302326
Gerontology,0304-324X,43,0.061165537,-0.038202259,-0.021783944,0.380996683,0.402780626,37.58139535,1.837209302
International journal of gynecological pathology : official journal of the International Society of Gynecological Pathologists,0277-1691,43,0.085934465,-0.951322852,-0.112897788,0.6359169,0.748814688,35,2.465116279
International journal of immunopathology and pharmacology,0394-6320,43,0.048509425,-0.560448357,-0.123772188,0.57349095,0.697263138,32.37209302,1.255813953
International journal of language & communication disorders,1368-2822,43,0.125813951,-0.003318467,-0.008127641,0.518515296,0.526642937,34.76744186,3.906976744
Journal of environmental health science & engineering,,43,0.112941968,0.200000666,0.019957744,0.556703326,0.536745583,19.88372093,2
LGBT health,2325-8292,43,0.063917882,-0.883736964,-0.117602673,0.170731517,0.288334191,29.55813953,1.790697674
Medical mycology,1369-3786,43,0.053000514,-0.469234555,-0.083525102,0.60286445,0.686389552,60.55813953,2.23255814
NeuroRx : the journal of the American Society for Experimental NeuroTherapeutics,1545-5343,43,0.054907878,-0.865681041,-0.132107603,0.573892485,0.706000088,105.6511628,2.906976744
"The European physical journal. C, Particles and fields",1434-6044,43,0.241433022,-3.679853836,-0.155800996,0.625856781,0.781657777,27.62790698,3.697674419
The Malaysian journal of medical sciences : MJMS,1394-195X,43,0.058456777,-0.50650625,-0.039680582,0.31656455,0.356245132,27.74418605,1.186046512
Ticks and tick-borne diseases,1877-959X,43,0.064440963,-0.630298459,-0.101419648,0.646624228,0.748043877,46.1627907,2.581395349
Tissue barriers,2168-8362,43,0.068613131,-0.220681734,-0.07940156,0.620423136,0.699824696,98.46511628,2.186046512
Trends in cardiovascular medicine,1050-1738,43,0.032369152,-0.411883336,-0.123113399,0.530336571,0.653449969,45.95348837,1.093023256
Wiley interdisciplinary reviews. Nanomedicine and nanobiotechnology,1939-0041,43,0.014921605,-0.147453669,-0.098929445,0.619190144,0.718119589,116.4418605,1.511627907
ACS infectious diseases,2373-8227,42,0.03518941,-0.306670542,-0.063224609,0.599928444,0.663153053,53.21428571,1.428571429
Acupuncture in medicine : journal of the British Medical Acupuncture Society,0964-5284,42,0.135826451,-0.499508954,-0.034577566,0.436083787,0.470661352,29.07142857,3.523809524
Adipocyte,2162-3945,42,0.030949246,-0.258889127,-0.076864797,0.652778344,0.729643142,61.57142857,1.285714286
BoneKEy reports,2047-6396,42,0.030451527,-0.241982667,-0.087730563,0.622223179,0.709953742,60.92857143,1.738095238
Circulation journal : official journal of the Japanese Circulation Society,1346-9843,42,0.081317468,0.225440953,0.031654152,0.482397014,0.450742862,55.69047619,3.166666667
Clinical journal of gastroenterology,1865-7265,42,0.065020498,-1.226085442,-0.199570982,0.580411721,0.779982703,23.28571429,1.142857143
Current neurovascular research,1567-2026,42,0.075385449,-0.83140948,-0.107271418,0.571493333,0.678764751,125.4047619,8.833333333
Current treatment options in oncology,1534-6277,42,0.024072825,-0.516571422,-0.215589997,0.577908434,0.793498431,55.26190476,1.119047619
Dementia & neuropsychologia,1980-5764,42,0.061792571,-0.259092076,-0.04137483,0.508192674,0.549567504,26.69047619,1.404761905
Indian journal of community medicine : official publication of Indian Association of Preventive & Social Medicine,0970-0218,42,0.101433315,0.178510498,0.002890888,0.324815654,0.321924766,18.16666667,1.523809524
"Indian journal of nuclear medicine : IJNM : the official journal of the Society of Nuclear Medicine, India",0974-0244,42,0.081343558,-0.487364901,-0.057298492,0.461017871,0.518316362,20.95238095,1.19047619
Infancy : the official journal of the International Society on Infant Studies,1532-7078,42,0.043187927,-0.253533705,-0.055859975,0.651943855,0.707803831,33.07142857,1.166666667
Journal of advanced pharmaceutical technology & research,0976-2094,42,0.113654802,-0.791575693,-0.079797006,0.612923389,0.692720395,21.80952381,2.071428571
"Journal of dental research, dental clinics, dental prospects",2008-210X,42,0.052560944,0.017156899,0.010673384,0.59010052,0.579427136,25.9047619,1.238095238
Journal of evidence-based complementary & alternative medicine,2156-5899,42,0.069896596,-0.443192895,-0.065548414,0.492362248,0.557910662,40.85714286,2.380952381
Journal of materials chemistry. B,2050-750X,42,0.031915883,-0.320324144,-0.093438039,0.633983438,0.727421477,48,1.166666667
Journal of motor behavior,0022-2895,42,0.061191397,-0.196329878,-0.038827087,0.650338933,0.68916602,43.85714286,2.238095238
Journal of neuro-ophthalmology : the official journal of the North American Neuro-Ophthalmology Society,1070-8022,42,0.081131257,-0.380937514,-0.045925832,0.402606035,0.448531867,36.66666667,2.333333333
Journal of pediatric urology,1477-5131,42,0.097575281,-0.091090375,-0.02847208,0.394000157,0.422472238,22.92857143,1.976190476
"Journal of photochemistry and photobiology. B, Biology",1011-1344,42,0.063925571,-0.377030907,-0.061397722,0.603703236,0.665100958,42.04761905,2.428571429
Journal of the South African Veterinary Association,1019-9128,42,0.094468681,-0.96291025,-0.09913281,0.639553025,0.738685835,25.85714286,2.261904762
Neuropeptides,0143-4179,42,0.043750249,-0.117811253,-0.03619753,0.658470873,0.694668403,68.85714286,2.619047619
The Journal of medical humanities,1041-3545,42,0.117539126,-1.835761877,-0.165909438,0.540776845,0.706686283,19.57142857,1.880952381
The lancet. Diabetes & endocrinology,2213-8587,42,0.058182524,-0.70137712,-0.122066519,0.420477878,0.542544398,35.26190476,1.571428571
Transplant international : official journal of the European Society for Organ Transplantation,0934-0874,42,0.059646687,-0.625157724,-0.114287955,0.592247424,0.706535379,42.9047619,1.952380952
Veterinary ophthalmology,1463-5216,42,0.176830133,-0.625204641,-0.033135243,0.452643581,0.485778824,35.28571429,5.404761905
Women & health,0363-0242,42,0.064063795,-0.761449677,-0.118517483,0.582470404,0.700987887,33,2.047619048
Acta neurologica Scandinavica,0001-6314,41,0.075248224,-0.211663069,-0.028743483,0.414956776,0.443700259,32.70731707,2.12195122
American journal of clinical oncology,0277-3732,41,0.048169039,-0.25754388,-0.052248123,0.377495537,0.429743661,29.12195122,1.268292683
Annual review of microbiology,0066-4227,41,0.013779162,-0.003979345,-0.004307511,0.623145683,0.627453193,120.7073171,1.536585366
Annual review of physiology,0066-4278,41,0.012718403,-0.02991373,-0.030190627,0.595289368,0.625479995,148.4146341,1.829268293
Blood advances,2473-9529,41,0.039783448,-0.380063492,-0.106164075,0.597417139,0.703581214,41.36585366,1.219512195
"Children (Basel, Switzerland)",2227-9067,41,0.036689817,-0.71070143,-0.158871475,0.527785078,0.686656553,52.7804878,1.682926829
Chronic respiratory disease,1479-9723,41,0.048715529,-0.782198645,-0.154819107,0.52127916,0.676098267,38.17073171,1.609756098
Clinical nuclear medicine,0363-9762,41,0.135352655,-0.694639749,-0.048459552,0.382049955,0.430509506,25.14634146,2.56097561
Current HIV research,1570-162X,41,0.014664917,-0.111091402,-0.079796599,0.510830565,0.590627163,126.804878,1.43902439
Electronic physician,2008-5842,41,0.087360303,0.744712273,0.066769801,0.376367368,0.309597567,24.82926829,1.512195122
Ethnicity & health,1355-7858,41,0.045512836,0.129880744,0.024011149,0.439710946,0.415699797,32.6097561,1.341463415
European journal of orthodontics,0141-5387,41,0.124699139,-0.595681314,-0.057224145,0.501996032,0.559220176,34.51219512,4.073170732
"Facts, views & vision in ObGyn",2032-0418,41,0.08189375,-0.425279067,-0.041222547,0.486797966,0.528020513,27.80487805,1.756097561
Future microbiology,1746-0913,41,0.016191911,-0.060719769,-0.05181273,0.582822539,0.63463527,102.8292683,1.219512195
International archives of medicine,1755-7682,41,0.082382923,0.872495216,0.066184708,0.459382098,0.39319739,33.95121951,1.975609756
International journal of cardiac imaging,0167-9899,41,0.09071975,-0.523881858,-0.091063587,0.672671562,0.763735149,24.7804878,1.756097561
JMIR medical informatics,,41,0.072660694,-0.988042107,-0.114395865,0.262174708,0.376570572,26.51219512,1.56097561
Journal of Indian Association of Pediatric Surgeons,0971-9261,41,0.092197383,-0.318048715,-0.042252411,0.345739259,0.38799167,16.80487805,1.390243902
Journal of breath research,1752-7155,41,0.168598749,-1.617248104,-0.117019863,0.568914246,0.685934109,46,6.414634146
Journal of innate immunity,1662-811X,41,0.04030268,-0.164571003,-0.042268662,0.639355694,0.681624355,58.12195122,1.707317073
Journal of midwifery & women's health,1526-9523,41,0.083187887,-0.483312658,-0.063802659,0.361560596,0.425363255,32.82926829,2.170731707
Journal of neurologic physical therapy : JNPT,1557-0576,41,0.042039088,-0.139680031,-0.029954472,0.385828211,0.415782682,50.41463415,1.975609756
Journal of the American Pharmacists Association : JAPhA,1086-5802,41,0.114903572,0.033338483,-0.000492785,0.423229696,0.423722481,25.6097561,2.707317073
Lupus science & medicine,2053-8790,41,0.050085343,-0.249893002,-0.038911307,0.439462706,0.478374014,43,1.512195122
Periodontology 2000,0906-6713,41,0.042291186,0.202792839,0.051501796,0.47515955,0.423657755,147.6341463,6.073170732
Psychology & health,0887-0446,41,0.050927702,-0.415200882,-0.084845392,0.502582666,0.587428058,32.46341463,1.512195122
Annals of medicine and surgery (2012),2049-0801,40,0.051196341,-0.154980556,-0.037490091,0.397257304,0.434747395,44.95,1.65
Annual review of public health,0163-7525,40,0.03316995,-0.459240912,-0.132998319,0.577704815,0.710703134,88.225,2.525
Applied ergonomics,0003-6870,40,0.120993837,-1.452888775,-0.132278443,0.553612985,0.685891429,31.775,3.425
"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",0969-8043,40,0.179441929,-3.212429946,-0.169432631,0.508572239,0.67800487,19.85,3
Clinical and experimental reproductive medicine,2093-8896,40,0.048908032,0.070835209,0.009574888,0.519522307,0.509947419,37.225,1.3
Critical reviews in toxicology,1040-8444,40,0.040868026,-0.599915203,-0.123238516,0.610460585,0.733699101,134.075,3.025
European journal of cancer care,0961-5423,40,0.053686844,-1.194515244,-0.21852463,0.563601724,0.782126354,33.25,1.475
European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,1474-5151,40,0.04980731,-0.225574529,-0.049196053,0.434924962,0.484121015,37.775,1.75
European journal of clinical investigation,0014-2972,40,0.037383724,-0.292744466,-0.072549258,0.425374163,0.497923421,48.2,1.4
"Evolution, medicine, and public health",2050-6201,40,0.035708506,-0.001774207,0.003334581,0.456203226,0.452868645,67.675,1.6
Frontiers in surgery,2296-875X,40,0.045601699,-0.451958822,-0.054019152,0.315785203,0.369804355,42.45,1.5
Health care for women international,0739-9332,40,0.054241859,-0.572052991,-0.117350378,0.595549647,0.712900025,31.975,1.6
International journal for numerical methods in biomedical engineering,2040-7939,40,0.075124406,-0.716074927,-0.107290401,0.65000847,0.75729887,37.1,2.6
International surgery,0020-8868,40,0.071283041,-0.935234852,-0.137566533,0.595013596,0.732580129,22,1.4
JMIR serious games,,40,0.085397932,-0.822646236,-0.086499465,0.17398297,0.260482434,30.075,2
Journal of behavior therapy and experimental psychiatry,0005-7916,40,0.061382892,-0.193698981,-0.034797013,0.512784278,0.547581291,33.15,1.925
Journal of family medicine and primary care,2249-4863,40,0.07636605,0.429160253,0.018338182,0.442167965,0.423829783,19.675,1.25
Journal of gerontological nursing,0098-9134,40,0.083674702,-1.063591131,-0.129398848,0.566888967,0.696287815,24.725,1.8
Journal of medicine and life,1844-122X,40,0.064802611,-0.354501695,-0.067848455,0.490306663,0.558155118,27.35,1.325
Journal of research in personality,0092-6566,40,0.040706994,-0.197768687,-0.035591274,0.631961963,0.667553237,31.775,1.175
